,id,timepoint,Date,t=-10,t=-30,t=-20,Phase,t=
2969,44,150,3/28/13,85.01,78.26,81.4,S,457.8
2970,45,150,3/28/13,,,,S,429.73
2971,46,150,3/28/13,74.98,75.16,81.42,S,549.8
2972,47,150,3/28/13,65.89,56.34,61.99,S,455.41
2973,48,150,3/28/13,67.25,75.36,73.55,S,507.78
2974,49,150,3/28/13,,,,S,483.64
2975,50,150,3/28/13,,,,S,404.44
2976,51,150,3/28/13,77.49,74.82,75.4,S,427.57
2977,52,150,3/28/13,,,,G2/M,514.16
2978,53,150,3/28/13,54.64,40.43,44.64,G2/M,537.06
2979,54,150,3/28/13,46.82,40.35,45.28,G2/M,324.04
2980,55,150,3/28/13,,,,G2/M,307.05
2981,56,150,3/28/13,,,,G2/M,516.61
2982,57,150,3/28/13,45.92,48.01,52.27,G2/M,557.46
2983,58,150,3/28/13,93.07,113.37,108.36,G2/M,598.48
2984,59,150,3/28/13,,,,G2/M,535.16
2985,60,150,3/28/13,39.42,40.67,40.74,G2/M,531.33
2986,61,150,3/28/13,,,,G2/M,457.82
2987,62,150,3/28/13,60.46,62.85,57.84,G2/M,124.72
2988,63,150,3/28/13,53.91,46.45,49.19,G2/M,500.11
2989,64,150,3/28/13,,,,G2/M,572.98
2990,65,150,3/28/13,68.17,71.6,69.77,G2/M,667.27
2991,66,150,3/28/13,,,,G2/M,527.54
2992,67,150,3/28/13,57.86,69.21,62.09,G2/M,559.97
2993,68,150,4/19/12,56.99,,44.99,G1,415.61
2994,69,150,4/19/12,80.28,58.07,65.63,G1,515.95
2995,70,150,4/19/12,65.6,56.7,58.06,G1,419.83
2996,71,150,4/19/12,61.6,,57.83,G1,152.9
2997,72,150,4/19/12,51.88,,,G1,403.13
2998,73,150,4/19/12,59.41,43.24,48.14,G1,140.35
2999,74,150,4/19/12,80.27,64.17,75.06,G1,452.55
3000,75,150,4/19/12,64.28,53.14,54.95,G1,535.09
3001,76,150,4/19/12,60.75,39.1,47.82,G1,514.0
3002,77,150,4/19/12,,,,G1,483.7
3003,78,150,4/19/12,55.9,33.89,44.39,G1,109.27
3004,79,150,4/19/12,57.3,32.12,45.31,G1,450.84
3005,80,150,4/19/12,44.66,36.21,37.83,G1,417.45
3006,81,150,4/19/12,55.35,,45.34,G1,452.72
3007,82,150,4/19/12,65.7,41.78,48.44,G1,445.09
3008,83,150,4/19/12,59.93,41.09,50.59,G1,436.11
3009,84,150,4/19/12,48.01,,41.13,G1,497.48
3010,85,150,4/19/12,59.69,57.12,57.94,G1,415.48
3011,86,150,4/19/12,64.61,56.86,60.15,G1,499.67
3012,87,150,4/19/12,81.25,54.35,70.87,G1,418.5
3013,88,150,4/19/12,65.02,50.96,60.82,G1,435.77
3014,89,150,4/19/12,56.95,49.21,54.74,G1,582.56
3015,90,150,4/19/12,44.99,33.02,41.92,G1,337.5
3016,91,150,4/19/12,49.08,36.07,44.28,G1,414.79
3017,92,150,4/19/12,59.01,41.89,52.17,G1,428.31
3018,93,150,4/19/12,59.48,34.85,49.21,G1,491.48
3019,94,150,4/19/12,93.87,66.12,83.01,G1,453.96
3020,95,150,4/19/12,74.64,42.5,64.72,G1,562.52
3021,96,150,4/19/12,85.93,64.85,80.42,G1,173.9
3022,97,150,4/19/12,,,,S,376.52
3023,98,150,4/19/12,61.45,53.94,58.84,S,323.41
3024,99,150,4/19/12,77.93,52.99,62.83,S,465.63
3025,100,150,4/19/12,,,,S,500.9
3026,101,150,4/19/12,,,,S,463.31
3027,102,150,4/19/12,58.16,61.0,57.36,S,404.42
3028,103,150,4/19/12,72.83,51.27,58.46,S,434.12
3029,104,150,4/19/12,,,,S,506.86
3030,105,150,4/19/12,73.17,56.72,62.99,S,470.77
3031,106,150,4/19/12,91.29,67.5,77.83,S,552.31
3032,107,150,4/19/12,,,,S,436.68
3033,108,150,4/19/12,37.96,38.51,38.44,S,411.53
3034,109,150,4/19/12,,,,S,184.85
3035,110,150,4/19/12,,,,S,402.91
3036,111,150,4/19/12,,,,S,433.21
3037,112,150,4/19/12,55.54,38.46,43.73,S,465.36
3038,113,150,4/19/12,86.7,65.56,73.48,S,493.45
3039,114,150,4/19/12,,,,S,461.03
3040,115,150,4/19/12,,,,S,481.95
3041,116,150,4/19/12,58.74,41.74,47.81,S,216.71
3042,117,150,4/19/12,,,,S,285.91
3043,118,150,4/19/12,21.82,18.95,18.89,S,315.16
3044,119,150,4/19/12,,,,S,400.33
3045,120,150,4/19/12,48.14,34.92,40.86,S,380.83
3046,121,150,4/19/12,,,,S,479.34
3047,122,150,4/19/12,51.08,32.12,39.69,S,479.08
3048,123,150,4/19/12,72.78,45.13,52.13,S,554.18
3049,124,150,4/19/12,,,,S,515.72
3050,125,150,4/19/12,,,,S,589.14
3051,126,150,4/19/12,,,,S,539.92
3052,127,150,4/19/12,53.58,45.06,50.64,S,545.6
3053,128,150,4/19/12,,,,S,442.79
3054,129,150,4/19/12,44.67,40.16,44.36,S,365.12
3055,130,150,4/19/12,51.63,38.83,46.36,S,580.62
3056,131,150,4/19/12,48.92,50.49,52.09,S,499.0
3057,132,150,4/19/12,,,,S,546.39
3058,133,150,4/19/12,58.32,57.25,59.38,S,545.15
3059,134,150,4/19/12,63.96,46.67,55.74,S,500.12
3060,135,150,4/19/12,,,,S,515.41
3061,136,150,4/19/12,69.59,57.14,68.21,S,527.8
3062,137,150,4/19/12,,,,S,505.47
3063,138,150,4/19/12,48.08,43.45,49.31,S,290.93
3064,139,150,4/19/12,,,,S,318.16
3065,140,150,4/19/12,66.71,49.75,59.16,S,584.86
3066,141,150,4/19/12,44.58,37.46,42.17,S,415.68
3067,142,150,4/19/12,,,,S,442.09
3068,143,150,4/19/12,71.89,54.75,65.17,S,514.26
3069,144,150,4/19/12,61.81,54.25,59.44,S,475.33
3070,145,150,4/19/12,,,,S,428.71
3071,146,150,4/19/12,44.58,37.62,43.7,S,309.49
3072,147,150,4/19/12,,,,S,260.88
3073,148,150,4/19/12,,,,S,563.79
3074,149,150,4/19/12,91.92,76.91,89.27,S,600.37
3075,150,150,4/19/12,38.42,31.45,38.77,S,440.25
3076,151,150,4/19/12,,,,G2/M,426.76
3077,152,150,4/19/12,,,,G2/M,407.75
3078,153,150,4/19/12,,,,G2/M,459.47
3079,154,150,4/19/12,52.8,44.51,47.46,G2/M,282.79
3080,155,150,4/19/12,,,,G2/M,545.78
3081,156,150,4/19/12,42.27,41.41,35.75,G2/M,541.05
3082,157,150,4/19/12,60.21,53.48,53.99,G2/M,612.32
3083,158,150,4/19/12,43.78,28.7,34.67,G2/M,432.63
3084,159,150,4/19/12,,,,G2/M,386.43
3085,160,150,4/19/12,,,,G2/M,452.73
3086,161,150,4/19/12,99.81,89.65,94.91,G2/M,382.33
3087,162,150,4/19/12,,,,G2/M,468.2
3088,163,150,4/19/12,51.55,46.49,48.22,G2/M,502.97
3089,164,150,4/19/12,,,,G2/M,419.97
3090,165,150,4/19/12,41.47,41.21,40.76,G2/M,418.58
3091,166,150,4/19/12,,,,G2/M,345.72
3092,167,150,4/19/12,40.06,41.79,38.46,G2/M,393.05
3093,168,150,4/19/12,,,,G2/M,353.94
3094,169,150,4/19/12,,,,G2/M,489.98
3095,170,150,4/19/12,,,,G2/M,391.04
3096,171,150,4/19/12,40.32,27.73,30.68,G2/M,567.12
3097,172,150,4/19/12,45.08,43.02,41.44,G2/M,405.03
3098,173,150,4/19/12,54.46,29.39,39.76,G2/M,501.14
3099,174,150,4/19/12,,,,G2/M,406.49
3100,175,150,4/19/12,,,,G2/M,465.88
3101,176,150,4/19/12,,,,G2/M,499.6
3102,177,150,4/19/12,,,,G2/M,486.59
3103,178,150,4/19/12,51.13,52.64,48.68,G2/M,627.17
3104,179,150,4/19/12,49.57,49.55,48.03,G2/M,586.93
3105,180,150,4/19/12,61.49,42.47,53.29,G2/M,573.16
3106,181,150,4/19/12,42.64,38.76,39.34,G2/M,446.29
3107,182,150,4/19/12,43.76,42.08,40.26,G2/M,494.83
3108,183,150,4/19/12,,,,G2/M,548.52
3109,184,150,4/19/12,50.08,47.18,49.38,G2/M,479.71
3110,185,150,4/19/12,40.46,38.14,40.32,G2/M,325.74
3111,186,150,4/19/12,,,,G2/M,309.52
3112,187,150,4/19/12,41.94,40.29,40.5,G2/M,403.49
3113,188,150,4/19/12,,,,G2/M,434.94
3114,189,150,4/19/12,,,,G2/M,410.55
3115,190,150,4/19/12,64.56,61.19,64.14,G2/M,173.03
3116,191,150,4/19/12,63.39,60.61,63.54,G2/M,588.34
3117,192,150,4/19/12,39.04,39.6,42.72,G2/M,568.58
3118,193,150,4/19/12,,,,G2/M,472.3
3119,194,150,4/19/12,48.89,43.32,45.17,G2/M,516.11
3120,0,160,3/28/13,69.94,58.06,65.03,G1,507.0
3121,1,160,3/28/13,83.39,70.03,77.97,G1,363.84
3122,2,160,3/28/13,60.56,,,G1,539.22
3123,3,160,3/28/13,47.71,28.78,30.31,G1,423.02
3124,4,160,3/28/13,29.19,26.34,26.07,G1,429.34
3125,5,160,3/28/13,73.68,64.23,69.06,G1,317.87
3126,6,160,3/28/13,55.58,58.61,52.69,G1,513.68
3127,7,160,3/28/13,109.23,79.4,89.22,G1,573.73
3128,8,160,3/28/13,44.25,41.68,49.38,G1,364.94
3129,9,160,3/28/13,44.92,37.75,45.85,G1,356.54
3130,10,160,3/28/13,50.81,50.81,50.81,G1,563.58
3131,11,160,3/28/13,101.71,101.71,101.71,G1,694.53
3132,12,160,3/28/13,85.95,85.95,85.95,G1,748.74
3133,13,160,3/28/13,88.74,88.74,88.74,G1,621.04
3134,14,160,3/28/13,83.97,83.97,83.97,G1,580.5
3135,15,160,3/28/13,85.87,85.87,85.87,G1,589.09
3136,16,160,3/28/13,72.97,72.97,72.97,G1,603.23
3137,17,160,3/28/13,67.22,67.22,67.22,G1,461.69
3138,18,160,3/28/13,68.44,68.44,68.44,G1,581.96
3139,19,160,3/28/13,69.06,63.38,63.08,S,476.31
3140,20,160,3/28/13,,,,S,438.32
3141,21,160,3/28/13,,,,S,442.66
3142,22,160,3/28/13,,,,S,444.34
3143,23,160,3/28/13,37.94,29.88,33.04,S,473.79
3144,24,160,3/28/13,77.61,79.54,83.89,S,416.59
3145,25,160,3/28/13,,,,S,522.36
3146,26,160,3/28/13,,,,S,490.91
3147,27,160,3/28/13,,,,S,539.23
3148,28,160,3/28/13,50.56,58.71,57.68,S,496.24
3149,29,160,3/28/13,51.69,47.29,54.99,S,412.65
3150,30,160,3/28/13,54.19,56.68,58.29,S,548.9
3151,31,160,3/28/13,,,,S,485.07
3152,32,160,3/28/13,75.47,71.99,77.44,S,467.18
3153,33,160,3/28/13,58.24,60.37,56.49,S,453.93
3154,34,160,3/28/13,26.78,18.24,22.56,S,314.44
3155,35,160,3/28/13,,,,S,334.93
3156,36,160,3/28/13,75.97,82.54,80.84,S,584.08
3157,37,160,3/28/13,,,,S,402.2
3158,38,160,3/28/13,,,,S,506.72
3159,39,160,3/28/13,,,,S,442.4
3160,40,160,3/28/13,40.57,40.9,42.48,S,418.17
3161,41,160,3/28/13,73.85,68.03,68.05,S,408.79
3162,42,160,3/28/13,,,,S,416.11
3163,43,160,3/28/13,67.55,51.15,57.27,S,280.43
3164,44,160,3/28/13,85.01,78.26,81.4,S,474.26
3165,45,160,3/28/13,,,,S,446.89
3166,46,160,3/28/13,74.98,75.16,81.42,S,588.1
3167,47,160,3/28/13,65.89,56.34,61.99,S,493.12
3168,48,160,3/28/13,67.25,75.36,73.55,S,526.09
3169,49,160,3/28/13,,,,S,502.2
3170,50,160,3/28/13,,,,S,421.71
3171,51,160,3/28/13,77.49,74.82,75.4,S,446.04
3172,52,160,3/28/13,,,,G2/M,530.65
3173,53,160,3/28/13,54.64,40.43,44.64,G2/M,551.16
3174,54,160,3/28/13,46.82,40.35,45.28,G2/M,337.75
3175,55,160,3/28/13,,,,G2/M,525.41
3176,56,160,3/28/13,,,,G2/M,497.77
3177,57,160,3/28/13,45.92,48.01,52.27,G2/M,526.93
3178,58,160,3/28/13,93.07,113.37,108.36,G2/M,589.04
3179,59,160,3/28/13,,,,G2/M,497.53
3180,60,160,3/28/13,39.42,40.67,40.74,G2/M,550.34
3181,61,160,3/28/13,,,,G2/M,518.33
3182,62,160,3/28/13,60.46,62.85,57.84,G2/M,540.65
3183,63,160,3/28/13,53.91,46.45,49.19,G2/M,495.38
3184,64,160,3/28/13,,,,G2/M,588.0
3185,65,160,3/28/13,68.17,71.6,69.77,G2/M,646.14
3186,66,160,3/28/13,,,,G2/M,546.6
3187,67,160,3/28/13,57.86,69.21,62.09,G2/M,559.77
3188,68,160,4/19/12,56.99,,44.99,G1,441.81
3189,69,160,4/19/12,80.28,58.07,65.63,G1,514.4
3190,70,160,4/19/12,65.6,56.7,58.06,G1,445.61
3191,71,160,4/19/12,61.6,,57.83,G1,147.96
3192,72,160,4/19/12,51.88,,,G1,406.63
3193,73,160,4/19/12,59.41,43.24,48.14,G1,126.6
3194,74,160,4/19/12,80.27,64.17,75.06,G1,484.33
3195,75,160,4/19/12,64.28,53.14,54.95,G1,508.49
3196,76,160,4/19/12,60.75,39.1,47.82,G1,527.85
3197,77,160,4/19/12,,,,G1,500.12
3198,78,160,4/19/12,55.9,33.89,44.39,G1,101.47
3199,79,160,4/19/12,57.3,32.12,45.31,G1,442.96
3200,80,160,4/19/12,44.66,36.21,37.83,G1,428.84
3201,81,160,4/19/12,55.35,,45.34,G1,453.01
3202,82,160,4/19/12,65.7,41.78,48.44,G1,221.36
3203,83,160,4/19/12,59.93,41.09,50.59,G1,419.42
3204,84,160,4/19/12,48.01,,41.13,G1,494.44
3205,85,160,4/19/12,59.69,57.12,57.94,G1,402.49
3206,86,160,4/19/12,64.61,56.86,60.15,G1,488.87
3207,87,160,4/19/12,81.25,54.35,70.87,G1,420.56
3208,88,160,4/19/12,65.02,50.96,60.82,G1,417.46
3209,89,160,4/19/12,56.95,49.21,54.74,G1,606.61
3210,90,160,4/19/12,44.99,33.02,41.92,G1,360.28
3211,91,160,4/19/12,49.08,36.07,44.28,G1,405.8
3212,92,160,4/19/12,59.01,41.89,52.17,G1,419.35
3213,93,160,4/19/12,59.48,34.85,49.21,G1,460.55
3214,94,160,4/19/12,93.87,66.12,83.01,G1,461.3
3215,95,160,4/19/12,74.64,42.5,64.72,G1,548.62
3216,96,160,4/19/12,85.93,64.85,80.42,G1,172.6
3217,97,160,4/19/12,,,,S,383.24
3218,98,160,4/19/12,61.45,53.94,58.84,S,331.7
3219,99,160,4/19/12,77.93,52.99,62.83,S,438.69
3220,100,160,4/19/12,,,,S,490.3
3221,101,160,4/19/12,,,,S,469.93
3222,102,160,4/19/12,58.16,61.0,57.36,S,397.23
3223,103,160,4/19/12,72.83,51.27,58.46,S,438.93
3224,104,160,4/19/12,,,,S,497.53
3225,105,160,4/19/12,73.17,56.72,62.99,S,468.05
3226,106,160,4/19/12,91.29,67.5,77.83,S,574.03
3227,107,160,4/19/12,,,,S,436.09
3228,108,160,4/19/12,37.96,38.51,38.44,S,391.22
3229,109,160,4/19/12,,,,S,150.66
3230,110,160,4/19/12,,,,S,344.44
3231,111,160,4/19/12,,,,S,407.51
3232,112,160,4/19/12,55.54,38.46,43.73,S,465.94
3233,113,160,4/19/12,86.7,65.56,73.48,S,504.92
3234,114,160,4/19/12,,,,S,488.78
3235,115,160,4/19/12,,,,S,517.12
3236,116,160,4/19/12,58.74,41.74,47.81,S,229.59
3237,117,160,4/19/12,,,,S,283.53
3238,118,160,4/19/12,21.82,18.95,18.89,S,329.8
3239,119,160,4/19/12,,,,S,411.62
3240,120,160,4/19/12,48.14,34.92,40.86,S,386.77
3241,121,160,4/19/12,,,,S,493.58
3242,122,160,4/19/12,51.08,32.12,39.69,S,483.05
3243,123,160,4/19/12,72.78,45.13,52.13,S,565.15
3244,124,160,4/19/12,,,,S,541.37
3245,125,160,4/19/12,,,,S,571.28
3246,126,160,4/19/12,,,,S,533.88
3247,127,160,4/19/12,53.58,45.06,50.64,S,572.7
3248,128,160,4/19/12,,,,S,465.53
3249,129,160,4/19/12,44.67,40.16,44.36,S,535.79
3250,130,160,4/19/12,51.63,38.83,46.36,S,625.16
3251,131,160,4/19/12,48.92,50.49,52.09,S,468.1
3252,132,160,4/19/12,,,,S,523.55
3253,133,160,4/19/12,58.32,57.25,59.38,S,525.84
3254,134,160,4/19/12,63.96,46.67,55.74,S,530.35
3255,135,160,4/19/12,,,,S,516.08
3256,136,160,4/19/12,69.59,57.14,68.21,S,534.65
3257,137,160,4/19/12,,,,S,519.72
3258,138,160,4/19/12,48.08,43.45,49.31,S,318.13
3259,139,160,4/19/12,,,,S,335.88
3260,140,160,4/19/12,66.71,49.75,59.16,S,603.96
3261,141,160,4/19/12,44.58,37.46,42.17,S,449.03
3262,142,160,4/19/12,,,,S,471.57
3263,143,160,4/19/12,71.89,54.75,65.17,S,529.52
3264,144,160,4/19/12,61.81,54.25,59.44,S,487.19
3265,145,160,4/19/12,,,,S,423.38
3266,146,160,4/19/12,44.58,37.62,43.7,S,307.82
3267,147,160,4/19/12,,,,S,248.09
3268,148,160,4/19/12,,,,S,574.53
3269,149,160,4/19/12,91.92,76.91,89.27,S,605.33
3270,150,160,4/19/12,38.42,31.45,38.77,S,448.39
3271,151,160,4/19/12,,,,G2/M,418.56
3272,152,160,4/19/12,,,,G2/M,409.52
3273,153,160,4/19/12,,,,G2/M,466.25
3274,154,160,4/19/12,52.8,44.51,47.46,G2/M,299.49
3275,155,160,4/19/12,,,,G2/M,548.07
3276,156,160,4/19/12,42.27,41.41,35.75,G2/M,539.68
3277,157,160,4/19/12,60.21,53.48,53.99,G2/M,654.29
3278,158,160,4/19/12,43.78,28.7,34.67,G2/M,430.29
3279,159,160,4/19/12,,,,G2/M,385.43
3280,160,160,4/19/12,,,,G2/M,243.71
3281,161,160,4/19/12,99.81,89.65,94.91,G2/M,392.9
3282,162,160,4/19/12,,,,G2/M,472.47
3283,163,160,4/19/12,51.55,46.49,48.22,G2/M,526.69
3284,164,160,4/19/12,,,,G2/M,441.37
3285,165,160,4/19/12,41.47,41.21,40.76,G2/M,434.58
3286,166,160,4/19/12,,,,G2/M,352.95
3287,167,160,4/19/12,40.06,41.79,38.46,G2/M,426.13
3288,168,160,4/19/12,,,,G2/M,382.61
3289,169,160,4/19/12,,,,G2/M,549.03
3290,170,160,4/19/12,,,,G2/M,394.49
3291,171,160,4/19/12,40.32,27.73,30.68,G2/M,595.66
3292,172,160,4/19/12,45.08,43.02,41.44,G2/M,527.94
3293,173,160,4/19/12,54.46,29.39,39.76,G2/M,509.15
3294,174,160,4/19/12,,,,G2/M,423.11
3295,175,160,4/19/12,,,,G2/M,309.96
3296,176,160,4/19/12,,,,G2/M,500.66
3297,177,160,4/19/12,,,,G2/M,483.59
3298,178,160,4/19/12,51.13,52.64,48.68,G2/M,604.76
3299,179,160,4/19/12,49.57,49.55,48.03,G2/M,574.9
3300,180,160,4/19/12,61.49,42.47,53.29,G2/M,552.52
3301,181,160,4/19/12,42.64,38.76,39.34,G2/M,430.17
3302,182,160,4/19/12,43.76,42.08,40.26,G2/M,507.28
3303,183,160,4/19/12,,,,G2/M,546.74
3304,184,160,4/19/12,50.08,47.18,49.38,G2/M,481.52
3305,185,160,4/19/12,40.46,38.14,40.32,G2/M,332.19
3306,186,160,4/19/12,,,,G2/M,335.46
3307,187,160,4/19/12,41.94,40.29,40.5,G2/M,408.27
3308,188,160,4/19/12,,,,G2/M,455.83
3309,189,160,4/19/12,,,,G2/M,273.7
3310,190,160,4/19/12,64.56,61.19,64.14,G2/M,152.62
3311,191,160,4/19/12,63.39,60.61,63.54,G2/M,584.73
3312,192,160,4/19/12,39.04,39.6,42.72,G2/M,566.65
3313,193,160,4/19/12,,,,G2/M,486.41
3314,194,160,4/19/12,48.89,43.32,45.17,G2/M,526.41
3315,0,170,3/28/13,69.94,58.06,65.03,G1,520.67
3316,1,170,3/28/13,83.39,70.03,77.97,G1,360.73
3317,2,170,3/28/13,60.56,,,G1,556.56
3318,3,170,3/28/13,47.71,28.78,30.31,G1,431.17
3319,4,170,3/28/13,29.19,26.34,26.07,G1,431.34
3320,5,170,3/28/13,73.68,64.23,69.06,G1,316.08
3321,6,170,3/28/13,55.58,58.61,52.69,G1,561.43
3322,7,170,3/28/13,109.23,79.4,89.22,G1,606.43
3323,8,170,3/28/13,44.25,41.68,49.38,G1,379.32
3324,9,170,3/28/13,44.92,37.75,45.85,G1,366.66
3325,10,170,3/28/13,50.81,50.81,50.81,G1,576.77
3326,11,170,3/28/13,101.71,101.71,101.71,G1,700.84
3327,12,170,3/28/13,85.95,85.95,85.95,G1,750.46
3328,13,170,3/28/13,88.74,88.74,88.74,G1,595.76
3329,14,170,3/28/13,83.97,83.97,83.97,G1,590.77
3330,15,170,3/28/13,85.87,85.87,85.87,G1,572.94
3331,16,170,3/28/13,72.97,72.97,72.97,G1,599.01
3332,17,170,3/28/13,67.22,67.22,67.22,G1,462.34
3333,18,170,3/28/13,68.44,68.44,68.44,G1,572.71
3334,19,170,3/28/13,69.06,63.38,63.08,S,495.53
3335,20,170,3/28/13,,,,S,455.53
3336,21,170,3/28/13,,,,S,440.94
3337,22,170,3/28/13,,,,S,459.79
3338,23,170,3/28/13,37.94,29.88,33.04,S,460.79
3339,24,170,3/28/13,77.61,79.54,83.89,S,435.35
3340,25,170,3/28/13,,,,S,539.11
3341,26,170,3/28/13,,,,S,548.09
3342,27,170,3/28/13,,,,S,544.23
3343,28,170,3/28/13,50.56,58.71,57.68,S,522.25
3344,29,170,3/28/13,51.69,47.29,54.99,S,451.3
3345,30,170,3/28/13,54.19,56.68,58.29,S,573.74
3346,31,170,3/28/13,,,,S,547.97
3347,32,170,3/28/13,75.47,71.99,77.44,S,506.3
3348,33,170,3/28/13,58.24,60.37,56.49,S,500.24
3349,34,170,3/28/13,26.78,18.24,22.56,S,341.75
3350,35,170,3/28/13,,,,S,627.71
3351,36,170,3/28/13,75.97,82.54,80.84,S,617.72
3352,37,170,3/28/13,,,,S,413.09
3353,38,170,3/28/13,,,,S,499.27
3354,39,170,3/28/13,,,,S,461.92
3355,40,170,3/28/13,40.57,40.9,42.48,S,413.13
3356,41,170,3/28/13,73.85,68.03,68.05,S,404.27
3357,42,170,3/28/13,,,,S,409.75
3358,43,170,3/28/13,67.55,51.15,57.27,S,290.09
3359,44,170,3/28/13,85.01,78.26,81.4,S,468.97
3360,45,170,3/28/13,,,,S,447.22
3361,46,170,3/28/13,74.98,75.16,81.42,S,609.14
3362,47,170,3/28/13,65.89,56.34,61.99,S,524.74
3363,48,170,3/28/13,67.25,75.36,73.55,S,531.34
3364,49,170,3/28/13,,,,S,529.77
3365,50,170,3/28/13,,,,S,440.13
3366,51,170,3/28/13,77.49,74.82,75.4,S,450.5
3367,52,170,3/28/13,,,,G2/M,529.81
3368,53,170,3/28/13,54.64,40.43,44.64,G2/M,532.81
3369,54,170,3/28/13,46.82,40.35,45.28,G2/M,336.21
3370,55,170,3/28/13,,,,G2/M,512.1
3371,56,170,3/28/13,,,,G2/M,548.9
3372,57,170,3/28/13,45.92,48.01,52.27,G2/M,553.81
3373,58,170,3/28/13,93.07,113.37,108.36,G2/M,734.75
3374,59,170,3/28/13,,,,G2/M,570.89
3375,60,170,3/28/13,39.42,40.67,40.74,G2/M,570.77
3376,61,170,3/28/13,,,,G2/M,573.04
3377,62,170,3/28/13,60.46,62.85,57.84,G2/M,536.98
3378,63,170,3/28/13,53.91,46.45,49.19,G2/M,482.79
3379,64,170,3/28/13,,,,G2/M,588.96
3380,65,170,3/28/13,68.17,71.6,69.77,G2/M,636.59
3381,66,170,3/28/13,,,,G2/M,559.03
3382,67,170,3/28/13,57.86,69.21,62.09,G2/M,541.79
3383,68,170,4/19/12,56.99,,44.99,G1,466.48
3384,69,170,4/19/12,80.28,58.07,65.63,G1,539.2
3385,70,170,4/19/12,65.6,56.7,58.06,G1,458.25
3386,71,170,4/19/12,61.6,,57.83,G1,151.93
3387,72,170,4/19/12,51.88,,,G1,430.11
3388,73,170,4/19/12,59.41,43.24,48.14,G1,125.73
3389,74,170,4/19/12,80.27,64.17,75.06,G1,504.81
3390,75,170,4/19/12,64.28,53.14,54.95,G1,500.98
3391,76,170,4/19/12,60.75,39.1,47.82,G1,542.62
3392,77,170,4/19/12,,,,G1,499.13
3393,78,170,4/19/12,55.9,33.89,44.39,G1,85.91
3394,79,170,4/19/12,57.3,32.12,45.31,G1,447.09
3395,80,170,4/19/12,44.66,36.21,37.83,G1,446.35
3396,81,170,4/19/12,55.35,,45.34,G1,442.28
3397,82,170,4/19/12,65.7,41.78,48.44,G1,196.42
3398,83,170,4/19/12,59.93,41.09,50.59,G1,378.67
3399,84,170,4/19/12,48.01,,41.13,G1,454.27
3400,85,170,4/19/12,59.69,57.12,57.94,G1,375.25
3401,86,170,4/19/12,64.61,56.86,60.15,G1,498.56
3402,87,170,4/19/12,81.25,54.35,70.87,G1,440.49
3403,88,170,4/19/12,65.02,50.96,60.82,G1,443.53
3404,89,170,4/19/12,56.95,49.21,54.74,G1,620.15
3405,90,170,4/19/12,44.99,33.02,41.92,G1,416.16
3406,91,170,4/19/12,49.08,36.07,44.28,G1,439.8
3407,92,170,4/19/12,59.01,41.89,52.17,G1,435.48
3408,93,170,4/19/12,59.48,34.85,49.21,G1,461.85
3409,94,170,4/19/12,93.87,66.12,83.01,G1,449.33
3410,95,170,4/19/12,74.64,42.5,64.72,G1,580.56
3411,96,170,4/19/12,85.93,64.85,80.42,G1,170.3
3412,97,170,4/19/12,,,,S,411.92
3413,98,170,4/19/12,61.45,53.94,58.84,S,343.12
3414,99,170,4/19/12,77.93,52.99,62.83,S,442.15
3415,100,170,4/19/12,,,,S,511.58
3416,101,170,4/19/12,,,,S,509.33
3417,102,170,4/19/12,58.16,61.0,57.36,S,423.64
3418,103,170,4/19/12,72.83,51.27,58.46,S,467.88
3419,104,170,4/19/12,,,,S,527.36
3420,105,170,4/19/12,73.17,56.72,62.99,S,459.09
3421,106,170,4/19/12,91.29,67.5,77.83,S,604.39
3422,107,170,4/19/12,,,,S,445.1
3423,108,170,4/19/12,37.96,38.51,38.44,S,434.95
3424,109,170,4/19/12,,,,S,137.66
3425,110,170,4/19/12,,,,S,425.7
3426,111,170,4/19/12,,,,S,413.53
3427,112,170,4/19/12,55.54,38.46,43.73,S,505.77
3428,113,170,4/19/12,86.7,65.56,73.48,S,505.18
3429,114,170,4/19/12,,,,S,497.52
3430,115,170,4/19/12,,,,S,556.23
3431,116,170,4/19/12,58.74,41.74,47.81,S,219.11
3432,117,170,4/19/12,,,,S,288.92
3433,118,170,4/19/12,21.82,18.95,18.89,S,338.92
3434,119,170,4/19/12,,,,S,442.11
3435,120,170,4/19/12,48.14,34.92,40.86,S,380.31
3436,121,170,4/19/12,,,,S,515.15
3437,122,170,4/19/12,51.08,32.12,39.69,S,476.77
3438,123,170,4/19/12,72.78,45.13,52.13,S,592.52
3439,124,170,4/19/12,,,,S,491.34
3440,125,170,4/19/12,,,,S,505.2
3441,126,170,4/19/12,,,,S,539.31
3442,127,170,4/19/12,53.58,45.06,50.64,S,587.0
3443,128,170,4/19/12,,,,S,457.23
3444,129,170,4/19/12,44.67,40.16,44.36,S,185.34
3445,130,170,4/19/12,51.63,38.83,46.36,S,261.74
3446,131,170,4/19/12,48.92,50.49,52.09,S,475.81
3447,132,170,4/19/12,,,,S,502.03
3448,133,170,4/19/12,58.32,57.25,59.38,S,514.02
3449,134,170,4/19/12,63.96,46.67,55.74,S,574.54
3450,135,170,4/19/12,,,,S,561.35
3451,136,170,4/19/12,69.59,57.14,68.21,S,529.82
3452,137,170,4/19/12,,,,S,541.13
